Protein group ID	ID'ed in Moloney et al.	tagm.map.localisation.prediction	Protein IDs (Tb427)	Majority protein IDs (Tb427)	Protein IDs (Both 427 and 927)	Majority protein IDs (Both 427 and 927)	Protein description	Guther et al. Name	Guther et al. Description	Mito. OM acc. to Niemann et al. (2013)	Mito. IM acc. to Niemann et al. (2013)	Glycosomal acc. to Güther et al. (2014)	Comments	Is a dual localized protein	TMD/hydrophobic protein	TM Presence	Guther et al High + TM	Peroxins and known PMPs	Marker - NEW	Marker protein name	Mol. weight [kDa]	Q-value	Score	Mean correlation	p-value	Class 1/2 PMP final assessment	Class 1/2 protein (preliminary)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Correlation Glyco-mem Rep1	Correlation Glyco-mem Rep2	Correlation Glyco-mem Rep3	Correlation Glyco-mem imputed Rep1	Correlation Glyco-mem imputed Rep2	Correlation Glyco-mem imputed Rep3	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
2042			Tb427_080023900	Tb427_080023900	Tb427_080023900;Tb427_080025700;Tb927.8.2080;Tb927.8.2250	Tb427_080023900;Tb427_080025700;Tb927.8.2080;Tb927.8.2250	"Fungal tRNA ligase phosphodiesterase domain containing protein, putative "														20.206	0	202.4																															0.028104137	0.032956281	0.032341656	0.01833627	0.038863891	0.031183636	0.146820416	0.720897396	1	0.01720477	0.019474562	0.024007993
2043			Tb427_080024100	Tb427_080024100	Tb427_080024100;Tb927.8.2100	Tb427_080024100;Tb927.8.2100	"ATP synthase subunit C, putative "		"vacuolar ATP synthase 16 kDa proteolipid subunit, putative"												16.868	0	11.144																															0.023776138	0.020255883	0.064225885	0.018448064	0.027177751	0.045800993	0.045219298	1	0.524740829	0.041675913	0.047668742	0.027928776
2046			Tb427_080024600	Tb427_080024600	Tb427_080024600;Tb927.8.2150	Tb427_080024600;Tb927.8.2150	"hypothetical protein, conserved "														13.573	0.0024091	2.5063																																										
2048			Tb427_080024800	Tb427_080024800	Tb427_080024800;Tb927.8.2170	Tb427_080024800;Tb927.8.2170	"hypothetical protein, conserved "														11.918	0	3.8566																																										
2049			Tb427_080024900	Tb427_080024900	Tb427_080024900;Tb927.8.2180	Tb427_080024900;Tb927.8.2180	"hypothetical protein, conserved "														18.648	0.001001	3.2867																															0.039745846	0.028399403	0.027663232	0.033268788	0.050617487	0.027375588	0.115944785	1	0.071380151	0.015140332	0.037648262	0.026945728
2050			Tb427_080025200	Tb427_080025200	Tb427_080025200;Tb927.8.2200	Tb427_080025200;Tb927.8.2200	"Yip1 domain containing protein, putative "		"terbinafine resistance locus protein (yip1), putative"												20.718	0	13.446																															0.006868574	0.024936598	0.012804158	0.013797206	0.017260289	0.027527086	0.218413861	1	0.963379974	0.016248071	0.023380034	0.031957198
2051			Tb427_080025300	Tb427_080025300	Tb427_080025300;Tb927.8.2210	Tb427_080025300;Tb927.8.2210	"short chain dehydrogenase/Enoyl-(Acyl carrier protein) reductase, putative "														28.456	0	10.539																															0.002200447	0.000964845	0.00206517	0.006066325	0.008667944	0.004129295	0.068303738	0.710376667	1	0.002663236	0.001191338	0.002858318
2052			Tb427_080025400	Tb427_080025400	Tb427_080025400;Tb927.8.2220	Tb427_080025400;Tb927.8.2220	"Zinc finger, C3HC4 type (RING finger) containing protein, putative "														162.85	0	323.31																																										
2057			Tb427_080026100	Tb427_080026100	Tb427_080026100;Tb927.8.2300	Tb427_080026100;Tb927.8.2300	"hypothetical protein, conserved "		"hypothetical protein, conserved"		Yes										25.468	0	25.726																															0.000685196	0.001139739	0.00623881	0.000581694	0.003172974	4.20095E-05	0.041697228	1	0.032109284	0.000351928	0.000215744	0.001196179
2059			Tb427_080026500	Tb427_080026500	Tb427_080026500;Tb927.8.2340	Tb427_080026500;Tb927.8.2340	"hypothetical protein, conserved "														14.036	0.0019347	2.5752																															0.006648323	0.005174466	0.021217292	0.004576869	0.006224219	0.004250141	0.082653733	1	0.004164585	0.005332286	0.006329243	0.008065383
2060			Tb427_080026900	Tb427_080026900	Tb427_080026900;Tb927.8.2380	Tb427_080026900;Tb927.8.2380	"ABC transporter/ABC-2 type transporter, putative "														126.93	0	323.31																															0.008416959	0.003525475	0.000711007	0.005641446	0.001030056	0.001964605	0.009014384	1	0.644987524	0.001646359	0.005420547	0.003395801
2061			Tb427_080027000	Tb427_080027000	Tb427_080027000;Tb927.8.2390	Tb427_080027000;Tb927.8.2390	"hypothetical protein, conserved "														163.18	0	11.383																															0.493470648	0.48377611	0.522761284	0.538198079	0.477443019	0.472253622	1	0.572222825	0.556519252	0.55397149	0.422857481	0.506994818
2062			Tb427_080027200	Tb427_080027200	Tb427_080027200;Tb927.8.2400	Tb427_080027200;Tb927.8.2400	"hypothetical protein, conserved "		"hypothetical protein, conserved"												30.337	0	8.9732																															0.004185767	0.002988529	0.009917031	0.001986289	0.001906965	0.006675757	0.217084486	1	0.02082969	0.00561929	0.002329097	0.005342874
2064			Tb427_080027700	Tb427_080027700	Tb427_080027700;Tb927.8.2450	Tb427_080027700;Tb927.8.2450	"Glycogen recognition site of AMP-activated protein kinase/5-AMP-activated protein kinase beta subunit, interaction domain containing protein, putative "		"hypothetical protein, conserved"												34.491	0	30.739																															0.029753758	0.106763542	0.092870223	0.024222843	0.059010072	0.057020357	0.150850611	1	0.647557446	0.041980226	0.044647045	0.038568887
2065			Tb427_080027800	Tb427_080027800	Tb427_080027800;Tb927.8.2460	Tb427_080027800;Tb927.8.2460	"hypothetical protein, conserved "		"hypothetical protein, conserved"			Possible glycosomal								hypothetical protein	30.943	0	11.489																															0.179519393	0.158050841	0.225360862	0.182075706	0.160314721	0.26319525	0.321579281	1	0.33547482	0.172876958	0.169066136	0.150027196
2067			Tb427_080028100	Tb427_080028100	Tb427_080028100;Tb927.8.2490	Tb427_080028100;Tb927.8.2490	"SET domain containing protein, putative "														35.229	0	49.099																																										
2068			Tb427_080028300	Tb427_080028300	Tb427_080028300;Tb927.8.2510	Tb427_080028300;Tb927.8.2510	"hypothetical protein, conserved "		"hypothetical protein, conserved"												27.547	0.0073818	1.865																															0.008258693	0.018950946	0.015982135	0.010024356	0.003318893	0.02170517	0.014462248	1	0.095124113	0.00492854	0.006199496	0.005764154
2069			Tb427_080028400;Tb427_080031300	Tb427_080028400	Tb427_080028400;Tb427_080031300;Tb927.8.2520	Tb427_080028400;Tb927.8.2520	"Acetyl-coenzyme A synthetase N-terminus/AMP-binding enzyme/AMP-binding enzyme C-terminal domain containing protein, putative "		"acetyl-CoA synthetase, putative"												74.658	0	50.664																															0.005862944	0.008377342	0.005199049	0.003448593	0.008505146	0.001146335	0.15816013	0.999277065	1	0.00632749	0.000858026	0.004987124
2074			Tb427_080029100	Tb427_080029100	Tb427_080029100;Tb927.8.2590	Tb427_080029100;Tb927.8.2590	"hypothetical protein, conserved "		"hypothetical protein, conserved"												58.468	0	7.0896																															0.590270377	0.54622633	0.555601258	0.617318207	0.57579016	0.620861587	0.681821302	1	0.59005211	0.590391201	0.4954582	0.596586066
2078			Tb427_080029600	Tb427_080029600	Tb427_080029600;Tb927.8.2640	Tb427_080029600;Tb927.8.2640	"ThiF family/Ubiquitin-activating enzyme active site/Ubiquitin fold domain containing protein, putative "		"ubiquitin-activating enzyme e1, putative"												116.42	0	323.31																															0.000420861	2.5565E-05	4.26751E-05	3.07165E-05	0.002470432	0.000184006	0.057197705	0.638172992	1	0.000233385	0.0001052	0.000298532
2079			Tb427_080029700	Tb427_080029700	Tb427_080029700;Tb927.8.2650	Tb427_080029700;Tb927.8.2650	"Metallo-beta-lactamase superfamily, putative "														40.238	0	26.822																															0.417011857	0.434797313	0.419320351	0.431297121	0.349286696	0.425548819	0.556378874	1	0.450923869	0.440297395	0.417367338	0.429416525
2080			Tb427_080030100	Tb427_080030100	Tb427_080030100;Tb927.8.2670	Tb427_080030100;Tb927.8.2670	"Putative S-adenosyl-L-methionine-dependent methyltransferase, putative "														49.111	0	7.2725																															0.00350528	0.001442831	0.001010963	0.000843648	0.000979581	0.001354619	0.552518318	1	0.020035481	0.000693726	0.001645467	0.004141282
2081			Tb427_080030200	Tb427_080030200	Tb427_080030200;Tb927.8.2680.1;Tb927.8.2680.2	Tb427_080030200;Tb927.8.2680.2	"hypothetical protein, conserved "														73.984	0	33.323																															0.016142924	0.007734576	0.008054891	0.006330592	0.002928433	0.010019795	0.027024795	1	0.004622779	0.004508208	0.004325441	0.013276552
2083			Tb427_080030600	Tb427_080030600	Tb427_080030600;Tb927.8.2720	Tb427_080030600;Tb927.8.2720	"Putative serine esterase (DUF676), putative "		"hypothetical protein, conserved"												45.105	0	50.447																															0.003815033	0.003408383	0.006569951	0.003849575	0.004222534	0.002560592	0.070683778	1	0.016694174	0.004819489	0.011853064	0.006199978
2085			Tb427_080030900	Tb427_080030900	Tb427_080030900;Tb927.8.2750	Tb427_080030900;Tb927.8.2750	"hypothetical protein, conserved "														49.379	0	16.273																															0.258322186	0.207875644	0.162607143	0.229820955	0.226913344	0.218022957	0.353504367	1	0.190187522	0.241835213	0.322880409	0.234926218
2086			Tb427_080031000	Tb427_080031000	Tb427_080031000;Tb927.8.2760	Tb427_080031000;Tb927.8.2760	"50S ribosome-binding GTPase, putative "														52.159	0	4.5743																															0.800936544	0.832245603	0.818200498	0.83314032	0.794574073	0.807479274	0.862662831	1	0.784826766	0.795236448	0.810395054	0.802291189
2088			Tb427_080031400	Tb427_080031400	Tb427_080031400;Tb927.8.2800	Tb427_080031400;Tb927.8.2800	"EF-hand domain pair, putative "		"hypothetical protein, conserved"												40.434	0	4.4653																																										
2089			Tb427_080031600	Tb427_080031600	Tb427_080031600;Tb927.8.2820	Tb427_080031600;Tb927.8.2820	"hypothetical protein, conserved "		"hypothetical protein, conserved"												120.62	0	71.989																															0.007861252	0.013089298	0.0105292	0.031854427	0.011698263	0.006625811	0.033679662	1	0.089137878	0.012835844	0.016684149	0.016344445
2090			Tb427_080031900	Tb427_080031900	Tb427_080031900;Tb927.8.2850	Tb427_080031900;Tb927.8.2850	"CAF1 family ribonuclease, putative "														65.248	0	74.5																															5.0509E-05	8.96968E-05	0.001501591	7.74613E-05	0.000227647	2.17485E-05	0.155580551	1	0.004080085	0.000250911	0.000148301	6.83265E-05
2091			Tb427_080033400	Tb427_080033400	Tb427_080033400;Tb927.8.2880	Tb427_080033400;Tb927.8.2880	"hypothetical protein, conserved "														125.28	0	114.07																															0.180352993	0.173371316	0.146139933	0.125716551	0.139481868	0.141352732	0.282045383	1	0.191328711	0.168570447	0.172231617	0.174732012
2092			Tb427_080033700	Tb427_080033700	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	"Glycosyl hydrolase family 47, putative "														48.136	0.0014731	2.838																															0.014917293	0.016031301	0.016600606	0.011098107	0.018792092	0.021767129	0.037464119	1	0.150556031	0.020932671	0.008841743	0.02738233
2093			Tb427_080033800;Tb427_080033600;Tb427_080034000	Tb427_080033800;Tb427_080033600;Tb427_080034000	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	"Glycosyl hydrolase family 47, putative ;Glycosyl hydrolase family 47, putative ;Glycosyl hydrolase family 47, putative "														65.978	0.001003	3.3202																															0.099451237	0.080723728	0.113712635	0.129801743	0.109980022	0.119572686	0.127936757	1	0.206285473	0.100678506	0.084906755	0.100618691
2094			Tb427_080033900	Tb427_080033900	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	Tb427_080033700;Tb427_080033900;Tb927.8.2910;Tb927.8.2920;Tb927.8.2930;Tb927.8.2940	"Glycosyl hydrolase family 47, putative "														66.416	0	140.75																															0.005800282	0.02496489	0.005140508	0.015334822	0.016337034	0.014718619	0.054111296	1	0.536054062	0.005557914	0.027725457	0.007366326
2095			Tb427_080034300	Tb427_080034300	Tb427_080034300;Tb927.8.2970	Tb427_080034300;Tb927.8.2970	"hypothetical protein, conserved "														34.698	0	6.1383																															0.074624023	0.065134976	0.04960964	0.050128381	0.059187547	0.028645964	0.079649408	1	0.516755669	0.039516362	0.051613705	0.040674181
2096			Tb427_080034400	Tb427_080034400	Tb427_080034400;Tb927.8.2980	Tb427_080034400;Tb927.8.2980	"HIT domain containing protein, putative "														44.808	0.0084552	1.7566																																										
2099			Tb427_080034800	Tb427_080034800	Tb427_080034800;Tb927.8.3020	Tb427_080034800;Tb927.8.3020	"hypothetical protein, conserved "														66.026	0	6.0251																																										
2100			Tb427_080034900	Tb427_080034900	Tb427_080034900;Tb927.8.3040	Tb427_080034900;Tb927.8.3040	"hypothetical protein, conserved "														22.299	0	4.3596																															0.026213467	0.054400622	0.032009625	0.054117364	0.052738261	0.038442862	0.111456391	1	0.079476908	0.049604437	0.053166014	0.035814199
2102			Tb427_080035200	Tb427_080035200	Tb427_080035200;Tb927.8.3070	Tb427_080035200;Tb927.8.3070	"hypothetical protein, conserved "														17.047	0.0028694	2.3829																															0.089046061	0.05243792	0.084944681	0.107041086	0.07200663	0.107125952	0.156977732	1	0.049697721	0.085922317	0.060506836	0.053290734
2103			Tb427_080035500	Tb427_080035500	Tb427_080035500;Tb927.8.3100	Tb427_080035500;Tb927.8.3100	"Domain of unknown function (DUF1899)/WD domain, G-beta repeat/Type of WD40 repeat, putative "														54.731	0	38.58																															0.000945119	0.000708393	0.001087551	0.007128343	0.001817379	0.003161285	0.070830689	1	0.318648842	0.002888964	0.00059984	0.001268681
2106			Tb427_080036200	Tb427_080036200	Tb427_080036200;Tb927.8.3170	Tb427_080036200;Tb927.8.3170	"Pentatricopeptide repeat domain containing protein, putative "														90.457	0	43.583																															0.004805664	0.107391103	0.000885608	0.002139728	0.002772138	0.00304552	0.16519294	1	0.000882552	0.001566952	0.003413787	0.001151084
2110			Tb427_080037100	Tb427_080037100	Tb427_080037100;Tb927.8.3260	Tb427_080037100;Tb927.8.3260	"YceI-like domain containing protein, putative "		"hypothetical protein, conserved"		Yes										22.125	0	323.31																															0.000599869	0.001480653	0.000858542	0.000830184	0.001021661	0.00036003	0.027685777	1	0.00583478	0.001928662	0.000716059	0.002104561
2113			Tb427_080037500	Tb427_080037500	Tb427_080037500;Tb927.8.3300	Tb427_080037500;Tb927.8.3300	"hypothetical protein, conserved "														77.844	0	52.13																															0.004614589	0.002447741	0.000282944	0.004012034	0.00304121	0.000577816	0.698871843	1	0.000373802	0.002394573	0.001097993	0.002147032
2114			Tb427_080037700	Tb427_080037700	Tb11.v5.0519.1-p1;Tb427_080037700;Tb927.8.3320	Tb11.v5.0519.1-p1;Tb427_080037700;Tb927.8.3320	"hypothetical protein, conserved "				Yes										45.952	0	18.947																															0.00376111	0.00287818	0.012278579	0.001773647	0.003313651	0.001047182	0.476242966	1	0.051558622	0.00053214	0.000683583	0.00075238
2115			Tb427_080037900	Tb427_080037900			"hypothetical protein, conserved "														38.436	0.0040161	2.1901																															0.456749525	0.426037615	0.398921727	0.42937609	0.404431962	0.423483557	0.385633041	1	0.527251185	0.426527362	0.365099591	0.43912504
2116			Tb427_080038200	Tb427_080038200	Tb427_080038200;Tb927.8.3370	Tb427_080038200;Tb927.8.3370	"Ran-interacting Mog1 protein, putative "														23.081	0.0031063	2.375																																										
2118			Tb427_080038500	Tb427_080038500	Tb427_080038500;Tb927.8.3400	Tb427_080038500;Tb927.8.3400	"DHHC palmitoyltransferase, putative "														33.531	0	50.308																															0.029821629	0.08196254	0.030094338	0.028442052	0.062594375	0.041679879	0.06121689	0.909257802	1	0.030159928	0.076732417	0.052830785
2119			Tb427_080038600	Tb427_080038600	Tb427_080038600;Tb927.8.3410	Tb427_080038600;Tb927.8.3410	"Inositol hexakisphosphate, putative "		"hypothetical protein, conserved"												170.51	0	5.7721																																										
2120			Tb427_080038800	Tb427_080038800	Tb427_080038800	Tb427_080038800	"Ciliary basal body-associated, B9 protein, putative "														55.957	0	11.695																															0.002066854	0.002503867	0.002020532	0.003408667	0.003007066	0.00086439	0.146626249	1	0.197474593	0.002338332	0.002102145	0.005125922
2121			Tb427_080039000	Tb427_080039000	Tb427_080039000;Tb927.8.3450	Tb427_080039000;Tb927.8.3450	"hypothetical protein, conserved "		"hypothetical protein, conserved"												16.536	0	19.043																															0.016924674	0.011961381	0.022253677	0.008758927	0.022741298	0.006149195	0.160449202	1	0.062280652	0.005610596	0.006643134	0.034200377
2122			Tb427_080039200	Tb427_080039200	Tb427_080039200;Tb927.8.3470	Tb427_080039200;Tb927.8.3470	"Vesicle transport v-SNARE protein N-terminus, putative "		"hypothetical protein, conserved"												26.369	0	323.31																															0.000583841	0.00012753	0.002839356	0.000149669	0.000557759	1.62633E-05	0.032498971	1	0.870536778	7.06882E-05	0.000374824	0.000103204
2123			Tb427_080043900;Tb427_080039600	Tb427_080043900;Tb427_080039600	Tb11.v5.0738.1-p1;Tb427_080039600;Tb427_080043900;Tb927.8.3510;Tb927.8.3910	Tb11.v5.0738.1-p1;Tb427_080039600;Tb427_080043900;Tb927.8.3510;Tb927.8.3910	"Thymidylate kinase, putative ;Thymidylate kinase, putative "		"thymidylate kinase, putative"												39.57	0.0010043	3.3375																																										
2127			Tb427_080040500;Tb427_080040200	Tb427_080040500;Tb427_080040200	Tb427_080040200;Tb427_080040500;Tb927.8.3540	Tb427_080040200;Tb427_080040500;Tb927.8.3540	"hypothetical protein, conserved ;hypothetical protein, conserved "														105.07	0	25.518																															0.080818122	0.056657753	0.057815374	0.048881031	0.081832598	0.055236218	0.101870194	1	0.379062948	0.067667106	0.075152292	0.079738184
2128			Tb427_080040700	Tb427_080040700	Tb427_080040700;Tb927.8.3560	Tb427_080040700;Tb927.8.3560	"AAA domain/PIF1-like helicase, putative "		DNA repair and recombination helicase												102.39	0	97.744																															0.000468996	0.000205016	0.003806901	0.000337993	0.002016108	0.000515986	0.152321766	1	0.00076797	0.000464413	0.00011935	0.000183368
2129			Tb427_080040900	Tb427_080040900	Tb427_080040900;Tb927.8.3580	Tb427_080040900;Tb927.8.3580	"BCS1 N terminal/ATPase family associated with various cellular activities (AAA), putative "														53.71	0	54.219																															0.00501514	0.006294765	0.003265477	0.008252385	0.00293346	0.00165647	0.020862202	1	0.029721809	0.001546104	0.003136757	0.014821587
